group10.txt
0.03	12.75	
0.43	12.75	
0.83	12.75	
1.23	12.75	
1.63	12.75	
2.04	12.75	
2.44	12.75	
2.84	12.75	
3.24	12.75	
3.64	12.75	
4.05	12.75	
4.45	12.75	
4.85	12.75	
5.25	12.75	
5.65	12.75	
6.05	12.75	
6.46	12.75	
6.86	12.63	
7.26	12.63	
7.66	12.75	
8.06	12.75	
8.47	12.75	
8.87	12.75	
9.27	12.75	
9.67	12.75	
10.07	12.75	
10.48	12.75	
10.88	12.88	
11.28	13.00	
11.68	13.38	
12.08	14.13	
12.48	15.75	
12.89	17.75	
13.29	19.75	
13.69	21.38	
14.09	22.88	
14.49	24.13	
14.89	25.25	
15.30	26.38	
15.70	27.25	
16.10	28.13	
16.50	28.75	
16.91	29.38	
17.31	30.00	
17.71	30.50	
18.11	31.00	
18.51	31.38	
18.91	31.75	
19.31	32.13	
19.72	32.38	
20.12	32.63	
20.52	33.00	
20.92	33.25	
21.32	33.50	
21.72	33.75	
22.12	34.00	
22.52	34.25	
22.93	34.50	
23.33	34.75	
23.73	34.88	
24.13	35.13	
24.53	35.38	
24.93	35.50	
25.33	35.75	
25.74	36.00	
26.14	36.13	
26.54	36.38	
26.94	36.50	
27.34	36.63	
27.74	36.88	
28.14	37.13	
28.54	37.25	
28.95	37.50	
29.35	37.75	
29.75	37.88	
30.16	38.00	
30.56	38.25	
30.96	38.38	
31.36	38.63	
31.76	38.75	
32.16	38.88	
32.56	39.13	
32.96	39.25	
33.36	39.38	
33.77	39.50	
34.17	39.63	
34.57	39.88	
34.97	40.00	
35.37	40.13	
35.77	40.25	
36.17	40.38	
36.57	40.50	
36.98	40.63	
37.38	40.88	
37.78	41.00	
38.18	41.13	
38.58	41.25	
38.98	41.38	
39.38	41.50	
39.78	41.63	
40.19	41.88	
40.59	42.00	
40.99	42.13	
41.39	42.25	
41.79	42.25	
42.19	42.38	
42.59	42.50	
42.99	42.63	
43.40	42.75	
43.80	42.88	
44.20	43.00	
44.60	43.00	
45.01	43.13	
45.41	43.25	
45.81	43.25	
46.21	43.38	
46.61	43.50	
47.01	43.50	
47.41	43.63	
47.81	43.75	
48.22	43.75	
48.62	43.88	
49.02	43.88	
49.42	44.00	
49.82	44.00	
50.22	44.13	
50.62	44.13	
51.02	44.13	
51.42	44.25	
51.83	44.25	
52.23	44.38	
52.63	44.38	
53.03	44.38	
53.43	44.50	
53.83	44.50	
54.23	44.63	
54.63	44.63	
55.03	44.63	
55.44	44.75	
55.84	44.75	
56.24	44.75	
56.64	44.75	
57.04	44.88	
57.44	44.88	
57.84	44.88	
58.24	44.88	
58.65	45.00	
59.05	45.00	
59.45	45.00	
59.85	45.00	
60.26	45.13	
60.66	45.13	
61.06	45.13	
61.46	45.13	
61.86	45.13	
62.26	45.13	
62.66	45.25	
63.06	45.25	
63.47	45.25	
63.87	45.25	
64.27	45.25	
64.67	45.25	
65.07	45.38	
65.47	45.38	
65.87	45.38	
66.27	45.38	
66.68	45.38	
67.08	45.38	
67.48	45.38	
67.88	45.38	
68.28	45.50	
68.68	45.50	
69.08	45.50	
69.48	45.50	
69.88	45.50	
70.29	45.50	
70.69	45.50	
71.09	45.50	
71.49	45.50	
71.89	45.63	
72.29	45.63	
72.69	45.63	
73.09	45.63	
73.50	45.63	
73.90	45.63	
74.30	45.63	
74.70	45.63	
75.10	45.63	
75.51	45.63	
75.91	45.63	
76.31	45.63	
76.71	45.63	
77.11	45.63	
77.51	45.63	
77.91	45.75	
78.31	45.75	
78.71	45.75	
79.12	45.75	
79.52	45.75	
79.92	45.75	
80.32	45.75	
80.72	45.75	
81.12	45.75	
81.52	45.75	
81.92	45.75	
82.32	45.75	
82.73	45.75	
83.13	45.75	
83.53	45.75	
83.93	45.75	
84.33	45.75	
84.73	45.75	
85.13	45.75	
85.53	45.75	
85.93	45.75	
86.34	45.75	
86.74	45.75	
87.14	45.88	
87.54	45.88	
87.94	45.88	
88.34	45.88	
88.75	45.88	
89.15	45.88	
89.55	45.88	
89.95	45.88	
90.35	45.88	
90.75	45.88	
91.16	45.88	
91.56	45.88	
91.96	45.88	
92.36	45.88	
92.76	45.88	
93.16	45.88	
93.56	45.88	
93.96	45.88	
94.36	45.88	
94.77	45.75	
95.17	45.75	
95.57	45.75	
95.97	45.63	
96.37	45.63	
96.77	45.25	
97.17	43.75	
97.57	41.88	
97.98	40.00	
98.38	38.50	
98.78	37.13	
99.18	35.88	
99.58	34.88	
99.98	33.88	
100.38	33.00	
100.78	32.25	
101.18	31.63	
101.58	31.00	
101.99	30.50	
102.39	30.00	
102.79	29.63	
103.20	29.25	
103.60	29.00	
104.00	28.63	
104.40	28.38	
104.80	28.25	
105.20	28.00	
105.60	27.88	
106.01	27.75	
106.41	27.50	
106.81	27.38	
107.21	27.25	
107.61	27.13	
108.01	27.13	
108.41	27.00	
108.82	26.88	
109.22	26.75	
109.62	26.75	
110.02	26.63	
110.42	26.63	
110.82	26.50	
111.22	26.38	
111.63	26.38	
112.03	26.25	
112.43	26.25	
112.83	26.25	
113.23	26.13	
113.63	26.13	
114.03	26.00	
114.43	26.00	
114.84	26.00	
115.24	25.88	
115.64	25.88	
116.04	25.88	
116.44	25.88	
116.85	25.88	
117.25	25.75	
117.65	25.75	
118.05	25.75	
118.46	25.75	
118.86	25.75	
119.26	25.75	
119.66	25.75	
120.06	25.75	
120.46	25.63	
120.86	25.63	
121.26	25.63	
121.67	25.63	
122.07	25.63	
122.47	25.63	
122.87	25.63	
123.27	25.63	
123.67	25.50	
